DEVISION_CODE;Date;CodeClient;NANClienS;Categorie;AdrIssI;CodePostal;Ville;Pays;CodeLangue;Telephone;Email;NumeroFacture;DateFacture;DateEcheance;Ecriture;Devise;Montant
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464684;18/08/14;17/10/14;364584;EUR;57,93
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464686;18/08/14;17/10/14;364585;EUR;130,35
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464686;18/08/14;17/10/14;364586;EUR;130,35
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464688;18/08/14;17/10/14;364587;EUR;173,8
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464688;18/08/14;17/10/14;364588;EUR;106,37
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464689;18/08/14;17/10/14;364589;EUR;125,96
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464690;18/08/14;17/10/14;364590;EUR;469,24
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464844;19/08/14;18/10/14;364744;EUR;29,44
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464846;19/08/14;18/10/14;364745;EUR;340,13
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464846;19/08/14;18/10/14;364746;EUR;489,83
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464848;19/08/14;18/10/14;364747;EUR;609,93
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464848;19/08/14;18/10/14;364748;EUR;347,87
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464849;19/08/14;18/10/14;364749;EUR;334,48
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA464966;20/08/14;19/10/14;364956;EUR;120,05
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466228;21/08/14;20/10/14;365228;EUR;659,92
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466229;21/08/14;20/10/14;365229;EUR;294,36
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466240;21/08/14;20/10/14;365230;EUR;242,76
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466242;21/08/14;20/10/14;365231;EUR;332,88
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466242;21/08/14;20/10/14;365232;EUR;369,16
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466244;21/08/14;20/10/14;365233;EUR;158,78
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466244;21/08/14;20/10/14;365234;EUR;407,24
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466246;21/08/14;20/10/14;365235;EUR;386,95
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466246;21/08/14;20/10/14;365236;EUR;214,93
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466248;21/08/14;20/10/14;365237;EUR;96,87
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466248;21/08/14;20/10/14;365238;EUR;295
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466249;21/08/14;20/10/14;365239;EUR;153,01
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466240;21/08/14;20/10/14;365240;EUR;462,03
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466242;21/08/14;20/10/14;365241;EUR;148,28
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466242;21/08/14;20/10/14;365242;EUR;295,5
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466244;21/08/14;20/10/14;365243;EUR;407,09
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466244;21/08/14;20/10/14;365244;EUR;138,73
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466246;21/08/14;20/10/14;365245;EUR;224,83
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466246;21/08/14;20/10/14;365246;EUR;137,77
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466248;21/08/14;20/10/14;365247;EUR;116,62
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466248;21/08/14;20/10/14;365248;EUR;282,46
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466249;21/08/14;20/10/14;365249;EUR;204,6
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466260;21/08/14;20/10/14;365250;EUR;291,54
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466262;21/08/14;20/10/14;365251;EUR;94,45
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466262;21/08/14;20/10/14;365252;EUR;116,62
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466264;21/08/14;20/10/14;365253;EUR;235,33
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466264;21/08/14;20/10/14;365254;EUR;192,87
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466266;21/08/14;20/10/14;365255;EUR;274,97
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466266;21/08/14;20/10/14;365256;EUR;213,62
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466268;21/08/14;20/10/14;365257;EUR;234,52
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466268;21/08/14;20/10/14;365258;EUR;314,33
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466269;21/08/14;20/10/14;365259;EUR;190,15
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466260;21/08/14;20/10/14;365260;EUR;178,32
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466262;21/08/14;20/10/14;365261;EUR;454,28
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466262;21/08/14;20/10/14;365262;EUR;345,46
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466264;21/08/14;20/10/14;365263;EUR;271,47
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466264;21/08/14;20/10/14;365264;EUR;278,16
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466266;21/08/14;20/10/14;365265;EUR;222,49
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466266;21/08/14;20/10/14;365266;EUR;232,95
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466268;21/08/14;20/10/14;365267;EUR;88,34
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466268;21/08/14;20/10/14;365268;EUR;89,13
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466269;21/08/14;20/10/14;365269;EUR;169,62
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466466;22/08/14;21/10/14;365456;EUR;469,24
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466468;22/08/14;21/10/14;365457;EUR;334,11
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466468;22/08/14;21/10/14;365458;EUR;457,16
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466469;22/08/14;21/10/14;365459;EUR;166,17
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466460;22/08/14;21/10/14;365460;EUR;200,92
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466462;22/08/14;21/10/14;365461;EUR;131,47
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466462;22/08/14;21/10/14;365462;EUR;244,61
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466464;22/08/14;21/10/14;365463;EUR;263,74
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466464;22/08/14;21/10/14;365464;EUR;310,08
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466466;22/08/14;21/10/14;365465;EUR;254,43
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466466;22/08/14;21/10/14;365466;EUR;212,03
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466468;22/08/14;21/10/14;365467;EUR;339,9
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466468;22/08/14;21/10/14;365468;EUR;189,62
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466469;22/08/14;21/10/14;365469;EUR;212,03
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466480;22/08/14;21/10/14;365470;EUR;217,27
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466482;22/08/14;21/10/14;365471;EUR;256,87
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466482;22/08/14;21/10/14;365472;EUR;784,66
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466484;22/08/14;21/10/14;365473;EUR;331,32
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466484;22/08/14;21/10/14;365474;EUR;452,81
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466486;22/08/14;21/10/14;365475;EUR;250,61
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466486;22/08/14;21/10/14;365476;EUR;169,62
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466488;22/08/14;21/10/14;365477;EUR;218,26
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466488;22/08/14;21/10/14;365478;EUR;168,37
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466489;22/08/14;21/10/14;365479;EUR;183,61
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466480;22/08/14;21/10/14;365480;EUR;113,08
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA466822;25/08/14;24/10/14;365811;EUR;606,79
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468446;29/08/14;28/10/14;367346;EUR;2771,94
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA446202;29/08/14;29/08/14;445102;EUR;-46,17
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468694;2/09/14;1/11/14;367693;EUR;1443,98
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468202;4/09/14;3/11/14;368202;EUR;492,96
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468204;4/09/14;3/11/14;368204;EUR;283,27
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468690;8/09/14;7/11/14;368590;EUR;415,38
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468696;9/09/14;8/11/14;368695;EUR;390,34
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468696;9/09/14;8/11/14;368696;EUR;524,96
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA446440;9/09/14;8/11/14;445340;EUR;-83,15
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468849;10/09/14;9/11/14;368839;EUR;577,19
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468840;10/09/14;9/11/14;368840;EUR;233,95
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468842;10/09/14;9/11/14;368841;EUR;145,35
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468842;10/09/14;9/11/14;368842;EUR;123,68
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468844;10/09/14;9/11/14;368843;EUR;123,68
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468844;10/09/14;9/11/14;368844;EUR;150,06
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468846;10/09/14;9/11/14;368845;EUR;117,72
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468846;10/09/14;9/11/14;368846;EUR;128,25
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468848;10/09/14;9/11/14;368847;EUR;169,76
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468848;10/09/14;9/11/14;368848;EUR;183,18
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468849;10/09/14;9/11/14;368849;EUR;112,97
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468860;10/09/14;9/11/14;368850;EUR;168,75
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468862;10/09/14;9/11/14;368851;EUR;161,91
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468862;10/09/14;9/11/14;368852;EUR;119,18
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468864;10/09/14;9/11/14;368853;EUR;340,46
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468864;10/09/14;9/11/14;368854;EUR;313,96
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468866;10/09/14;9/11/14;368855;EUR;137,15
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468866;10/09/14;9/11/14;368856;EUR;568,59
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468868;10/09/14;9/11/14;368857;EUR;414,41
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468868;10/09/14;9/11/14;368858;EUR;164,17
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468869;10/09/14;9/11/14;368859;EUR;198,44
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468860;10/09/14;9/11/14;368860;EUR;611,4
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468862;10/09/14;9/11/14;368861;EUR;272,62
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468862;10/09/14;9/11/14;368862;EUR;150,52
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468864;10/09/14;9/11/14;368863;EUR;125,15
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468864;10/09/14;9/11/14;368864;EUR;262,05
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468866;10/09/14;9/11/14;368865;EUR;444,22
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468866;10/09/14;9/11/14;368866;EUR;229,66
DEV1;7/10/14 13:30;2399;LLAYDSKHERNE GRAUK NV/SE;GROUP1;AVIMEI TASTIER 2;1300*2;WAVRE;BE;FRA;0032/10887270; ;TA468868;10/09/14;9/11/14;368867;EUR;496,82
